,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
0,Dallas, TX,#MWGA,Fri Jun 19 19:02:19 +0000 2020,32.7936,-96.7662,#21897e,1524.0,5733259.0,1
2,Texas, USA,#onlyfans,Fri Jun 19 23:59:46 +0000 2020,30.65436949941793,-97.80444208381839,#3ba99c,467.07974388824215,19220.278230500582,2
3,Indianapolis, IN,#onlyfans,Fri Jun 19 23:59:30 +0000 2020,39.7771,-86.1458,#3ba99c,921.0,1564699.0,1
5,Atlanta, GA,#onlyfans,Fri Jun 19 23:59:26 +0000 2020,33.7627,-84.4225,#3ba99c,1384.0,5228750.0,1
8,Redondo Beach, CA,#onlyfans,Fri Jun 19 23:58:57 +0000 2020,33.8574,-118.3766,#3ba99c,4230.0,67908.0,1
10,Boston,MA ,#onlyfans,Fri Jun 19 23:58:49 +0000 2020,42.3188,-71.0846,#3ba99c,5472.0,4637537.0,1
12,Fort Collins, CO,#onlyfans,Fri Jun 19 23:58:24 +0000 2020,40.5475,-105.0651,#3ba99c,1124.0,303184.0,1
13,California, USA,#onlyfans,Fri Jun 19 23:58:22 +0000 2020,36.924938936877076,-120.18747089700997,#3ba99c,956.9958139534883,39607.22724252492,1
15,Miami, FL,#onlyfans,Fri Jun 19 23:58:09 +0000 2020,25.7839,-80.2102,#3ba99c,4969.0,6381966.0,1
18,North Las Vegas, NV,#onlyfans,Fri Jun 19 23:57:17 +0000 2020,36.288,-115.0901,#3ba99c,957.0,242975.0,1
22,Texas, USA,#onlyfans,Fri Jun 19 23:56:10 +0000 2020,30.65436949941793,-97.80444208381839,#3ba99c,467.07974388824215,19220.278230500582,2
24,Oregon, USA,#onlyfans,Fri Jun 19 23:55:57 +0000 2020,44.56224297082228,-122.01842334217507,#3ba99c,621.6392572944297,13825.602122015915,1
46,Michigan, USA,Feminazi,Fri Jun 19 22:56:23 +0000 2020,43.47372115942029,-84.86635913043477,#69d1c5,503.21159420289854,15115.937681159421,1
49,San Francisco, CA,#Feminism,Fri Jun 19 23:24:57 +0000 2020,37.7562,-122.443,#7ebce6,7286.0,3603761.0,2
50,Florida, USA,#Feminism,Fri Jun 19 23:22:26 +0000 2020,28.1400878021978,-82.12263065934067,#7ebce6,927.0826373626373,33241.92747252747,1
53,Portland, OR,#Feminism,Fri Jun 19 22:51:13 +0000 2020,45.5371,-122.65,#7ebce6,1874.0,2052796.0,2
54,San Francisco, CA,#Feminism,Fri Jun 19 22:40:02 +0000 2020,37.7562,-122.443,#7ebce6,7286.0,3603761.0,2
55,New York, NY,#Feminism,Fri Jun 19 22:29:23 +0000 2020,40.6943,-73.9249,#7ebce6,11083.0,19354922.0,1
59,Austin, TX,#Feminism,Fri Jun 19 22:10:28 +0000 2020,30.3006,-97.7517,#7ebce6,1144.0,1638716.0,1
60,Santa Monica, CA,#Feminism,Fri Jun 19 21:46:28 +0000 2020,34.0232,-118.4813,#7ebce6,4235.0,92306.0,1
65,Portland, OR,#Feminism,Fri Jun 19 21:02:21 +0000 2020,45.5371,-122.65,#7ebce6,1874.0,2052796.0,2
67,Jacksonville Beach, FL,#Feminism,Fri Jun 19 20:57:27 +0000 2020,30.2782,-81.4045,#7ebce6,1236.0,23518.0,1
68,Fairfax, Virginia,#Feminism,Fri Jun 19 20:54:49 +0000 2020,38.8531,-77.2997,#7ebce6,1490.0,24097.0,1
69,Milwaukee, WI,#Feminism,Fri Jun 19 20:50:24 +0000 2020,43.0642,-87.9673,#7ebce6,2389.0,1377808.0,1
70,Gary, IN,#Feminism,Fri Jun 19 20:46:44 +0000 2020,41.5906,-87.3472,#7ebce6,590.0,76008.0,1
72,Washington, D.C.,#Equality,Fri Jun 19 14:41:09 +0000 2020,47.344806451612904,-121.38152080645162,#8980f5,521.5129032258064,16346.754838709678,2
73,Pensacola, FL,#Equality,Fri Jun 19 14:19:31 +0000 2020,30.4427,-87.1886,#8980f5,897.0,344400.0,1
74,Bakersfield, CA,#Equality,Fri Jun 19 23:59:48 +0000 2020,35.353,-119.0359,#8980f5,982.0,574362.0,1
76,Anaheim, CA,#Equality,Fri Jun 19 23:57:25 +0000 2020,33.839,-117.8573,#8980f5,2704.0,352497.0,1
77,Scottsdale, AZ,#Equality,Fri Jun 19 23:57:16 +0000 2020,33.6872,-111.8651,#8980f5,524.0,249950.0,1
79,Hugo, OK,#Equality,Fri Jun 19 23:57:04 +0000 2020,34.0121,-95.5119,#8980f5,308.0,4910.0,1
80,Florida, USA,#Equality,Fri Jun 19 23:53:32 +0000 2020,28.1400878021978,-82.12263065934067,#8980f5,927.0826373626373,33241.92747252747,2
82,Missouri, USA,#Equality,Fri Jun 19 23:53:16 +0000 2020,38.46613426911907,-92.43911626331074,#8980f5,405.15663117134557,7224.933204259439,1
83,Genoa City, WI,#Equality,Fri Jun 19 23:53:11 +0000 2020,42.5065,-88.3193,#8980f5,441.0,3010.0,1
84,Alpharetta, GA,#Equality,Fri Jun 19 23:53:00 +0000 2020,34.0703,-84.2738,#8980f5,944.0,65799.0,1
86,Washington, DC,#Equality,Fri Jun 19 23:52:30 +0000 2020,38.9047,-77.0163,#8980f5,4382.0,5289420.0,2
88,Brooklyn, NY,#Equality,Fri Jun 19 23:51:21 +0000 2020,40.6501,-73.9496,#8980f5,14606.0,2629150.0,1
89,Denver, Colorado,#Equality,Fri Jun 19 23:47:55 +0000 2020,39.7621,-104.8759,#8980f5,1774.0,2787266.0,1
90,Cave City, KY,#Equality,Fri Jun 19 23:47:43 +0000 2020,37.14,-85.9646,#8980f5,211.0,2411.0,1
91,Santa Monica, CA,#Equality,Fri Jun 19 23:47:39 +0000 2020,34.0232,-118.4813,#8980f5,4235.0,92306.0,1
92,Houston, TX,#Equality,Fri Jun 19 23:45:40 +0000 2020,29.7869,-95.3905,#8980f5,1401.0,5446468.0,1
93,Ohio, USA,#Equality,Fri Jun 19 23:44:03 +0000 2020,40.35181636212625,-82.80448712624585,#8980f5,549.1569767441861,11432.45265780731,2
94,Queens, NY,#Equality,Fri Jun 19 23:43:49 +0000 2020,40.7498,-73.7976,#8980f5,8247.0,2333054.0,1
95,Phoenix, Arizona,#Equality,Fri Jun 19 23:41:04 +0000 2020,33.5722,-112.0891,#8980f5,1212.0,4081849.0,1
96,Knoxville, TN,#Equality,Fri Jun 19 23:40:17 +0000 2020,35.9692,-83.9496,#8980f5,732.0,585249.0,1
98,New York, NY,#Equality,Fri Jun 19 23:39:09 +0000 2020,40.6943,-73.9249,#8980f5,11083.0,19354922.0,1
100,San Diego, CA,#Equality,Fri Jun 19 23:37:58 +0000 2020,32.8312,-117.1225,#8980f5,1683.0,3210314.0,1
101,Herndon, VA,#Equality,Fri Jun 19 23:36:18 +0000 2020,38.9699,-77.3867,#8980f5,2209.0,24532.0,1
102,Detroit, Michigan,#Equality,Fri Jun 19 23:33:54 +0000 2020,42.3834,-83.1024,#8980f5,1873.0,3522206.0,1
103,Los Angeles, CA,#Equality,Fri Jun 19 23:33:29 +0000 2020,34.1139,-118.4068,#8980f5,3295.0,12815475.0,3
104,Florida, USA,#Equality,Fri Jun 19 23:33:19 +0000 2020,28.1400878021978,-82.12263065934067,#8980f5,927.0826373626373,33241.92747252747,2
105,Los Angeles, CA ,#Equality,Fri Jun 19 23:33:16 +0000 2020,34.1139,-118.4068,#8980f5,3295.0,12815475.0,3
106,Los Angeles, CA,#Equality,Fri Jun 19 23:31:52 +0000 2020,34.1139,-118.4068,#8980f5,3295.0,12815475.0,3
108,Columbus, OH,#Equality,Fri Jun 19 23:30:13 +0000 2020,39.986,-82.9851,#8980f5,1551.0,1528314.0,1
110,Texas, USA,#Equality,Fri Jun 19 23:29:07 +0000 2020,30.65436949941793,-97.80444208381839,#8980f5,467.07974388824215,19220.278230500582,1
112,North Carolina, USA,#Equality,Fri Jun 19 23:28:27 +0000 2020,35.439809510869566,-79.32081358695652,#8980f5,296.32065217391306,12504.385869565218,1
113,San Mateo, CA,#Equality,Fri Jun 19 23:27:45 +0000 2020,37.5522,-122.3122,#8980f5,3322.0,104748.0,1
117,Ohio, USA,#Equality,Fri Jun 19 23:24:04 +0000 2020,40.35181636212625,-82.80448712624585,#8980f5,549.1569767441861,11432.45265780731,2
119,Maryland, USA,#Equality,Fri Jun 19 23:22:44 +0000 2020,39.096691245136185,-76.99463501945526,#8980f5,843.964980544747,13387.101167315175,1
120,San Francisco, CA,#Equality,Fri Jun 19 23:20:43 +0000 2020,37.7562,-122.443,#8980f5,7286.0,3603761.0,1
122,Stockton, CA,#BLM,Fri Jun 19 23:59:59 +0000 2020,37.9766,-121.3111,#1e212b,1943.0,394467.0,1
124,Tennessee, USA,#BLM,Fri Jun 19 23:59:55 +0000 2020,35.82854061032864,-86.25442746478873,#1e212b,230.86150234741785,14237.330985915492,1
125,Georgia, USA,#BLM,Fri Jun 19 23:59:53 +0000 2020,32.96564403225806,-83.57147564516129,#1e212b,315.7548387096774,17340.274193548386,1
126,New Jersey, USA,#BLM,Fri Jun 19 23:59:51 +0000 2020,40.32016673040153,-74.52402217973231,#1e212b,1469.2390057361376,10892.99808795411,1
127,Reno, Nevada,#BLM,Fri Jun 19 23:59:51 +0000 2020,39.5497,-119.8483,#1e212b,884.0,433271.0,1
128,Dana Point, California,#BLM,Fri Jun 19 23:59:49 +0000 2020,33.4733,-117.6969,#1e212b,2020.0,33934.0,1
130,Connecticut, USA,#BLM,Fri Jun 19 23:59:48 +0000 2020,41.55448839285714,-72.6807919642857,#1e212b,749.8392857142857,36364.169642857145,1
132,Toledo, OH,#BLM,Fri Jun 19 23:59:46 +0000 2020,41.6639,-83.5822,#1e212b,1326.0,488672.0,1
134,California, USA,#BLM,Fri Jun 19 23:59:45 +0000 2020,36.924938936877076,-120.18747089700997,#1e212b,956.9958139534883,39607.22724252492,2
135,New York, NY,#BLM,Fri Jun 19 23:59:45 +0000 2020,40.6943,-73.9249,#1e212b,11083.0,19354922.0,1
136,New Mexico, USA,#BLM,Fri Jun 19 23:59:42 +0000 2020,34.679786986301366,-106.52406095890412,#1e212b,150.43835616438355,4800.2168949771685,1
137,Wylie, TX,#BLM,Fri Jun 19 23:59:41 +0000 2020,33.0362,-96.5161,#1e212b,872.0,49826.0,1
138,San Diego, CA,#BLM,Fri Jun 19 23:59:39 +0000 2020,32.8312,-117.1225,#1e212b,1683.0,3210314.0,2
140,Charlotte, NC,#BLM,Fri Jun 19 23:59:36 +0000 2020,35.2079,-80.8304,#1e212b,1081.0,1467362.0,1
141,Maryland, USA,#BLM,Fri Jun 19 23:59:31 +0000 2020,39.096691245136185,-76.99463501945526,#1e212b,843.964980544747,13387.101167315175,1
142,Houston, TX,#BLM,Fri Jun 19 23:59:28 +0000 2020,29.7869,-95.3905,#1e212b,1401.0,5446468.0,2
143,Akron, OH,#BLM,Fri Jun 19 23:59:24 +0000 2020,41.0798,-81.5219,#1e212b,1233.0,565920.0,1
144,Irvine, CA,#BLM,Fri Jun 19 23:59:23 +0000 2020,33.6772,-117.7738,#1e212b,1633.0,277453.0,1
145,San Diego, CA,#BLM,Fri Jun 19 23:59:20 +0000 2020,32.8312,-117.1225,#1e212b,1683.0,3210314.0,2
146,Chicago, IL,#BLM,Fri Jun 19 23:59:20 +0000 2020,41.8373,-87.6862,#1e212b,4612.0,8675982.0,1
147,Michigan, USA,#BLM,Fri Jun 19 23:59:20 +0000 2020,43.47372115942029,-84.86635913043477,#1e212b,503.21159420289854,15115.937681159421,1
148,Las Vegas, NV,#BLM,Fri Jun 19 23:59:16 +0000 2020,36.2333,-115.2654,#1e212b,1747.0,2073045.0,1
149,Burlington, VT,#BLM,Fri Jun 19 23:59:13 +0000 2020,44.4877,-73.2314,#1e212b,1582.0,108277.0,1
153,Houston,Texas,#BLM,Fri Jun 19 23:59:00 +0000 2020,29.7869,-95.3905,#1e212b,1401.0,5446468.0,2
154,Texas, USA,#BLM,Fri Jun 19 23:58:59 +0000 2020,30.65436949941793,-97.80444208381839,#1e212b,467.07974388824215,19220.278230500582,1
155,Brooklyn, NY,#BLM,Fri Jun 19 23:58:55 +0000 2020,40.6501,-73.9496,#1e212b,14606.0,2629150.0,1
156,Ohio, USA,#BLM,Fri Jun 19 23:58:54 +0000 2020,40.35181636212625,-82.80448712624585,#1e212b,549.1569767441861,11432.45265780731,1
157,Davis, California,#BLM,Fri Jun 19 23:58:53 +0000 2020,38.5552,-121.7365,#1e212b,2693.0,76524.0,1
158,Phoenix, AZ,#BLM,Fri Jun 19 23:58:53 +0000 2020,33.5722,-112.0891,#1e212b,1212.0,4081849.0,1
160,Minneapolis, MN,#BLM,Fri Jun 19 23:58:51 +0000 2020,44.9635,-93.2678,#1e212b,3019.0,2926757.0,1
161,California, USA,#BLM,Fri Jun 19 23:58:47 +0000 2020,36.924938936877076,-120.18747089700997,#1e212b,956.9958139534883,39607.22724252492,2
162,Washington, DC,#MAGA,Fri Jun 19 19:09:36 +0000 2020,38.9047,-77.0163,#ffc800,4382.0,5289420.0,3
163,New York, NY,#MAGA,Fri Jun 19 21:55:13 +0000 2020,40.6943,-73.9249,#ffc800,11083.0,19354922.0,1
164,Lubbock, TX,#MAGA,Fri Jun 19 23:59:57 +0000 2020,33.5642,-101.8871,#ffc800,767.0,262505.0,1
165,Atlanta, GA,#MAGA,Fri Jun 19 23:59:56 +0000 2020,33.7627,-84.4225,#ffc800,1384.0,5228750.0,1
166,Washington, USA,#MAGA,Fri Jun 19 23:59:49 +0000 2020,47.344806451612904,-121.38152080645162,#ffc800,521.5129032258064,16346.754838709678,3
167,Florida, USA,#MAGA,Fri Jun 19 23:59:44 +0000 2020,28.1400878021978,-82.12263065934067,#ffc800,927.0826373626373,33241.92747252747,2
168,Davidsville, PA,#MAGA,Fri Jun 19 23:59:43 +0000 2020,40.2348,-78.9356,#ffc800,140.0,841.0,1
170,Michigan, USA,#MAGA,Fri Jun 19 23:59:43 +0000 2020,43.47372115942029,-84.86635913043477,#ffc800,503.21159420289854,15115.937681159421,1
171,Pennsylvania, USA,#MAGA,Fri Jun 19 23:59:43 +0000 2020,40.62121128472223,-77.63372887731481,#ffc800,782.3564814814815,9051.620949074075,1
173,Meridian, MS,#MAGA,Fri Jun 19 23:59:39 +0000 2020,32.3846,-88.6897,#ffc800,272.0,38294.0,1
174,Rossville, GA,#MAGA,Fri Jun 19 23:59:37 +0000 2020,34.9747,-85.2898,#ffc800,851.0,3984.0,1
175,Texas, USA,#MAGA,Fri Jun 19 23:59:35 +0000 2020,30.65436949941793,-97.80444208381839,#ffc800,467.07974388824215,19220.278230500582,1
177,Virginia, USA,#MAGA,Fri Jun 19 23:59:32 +0000 2020,37.7647656996587,-78.37606126279863,#ffc800,544.5238907849829,13988.131399317406,1
179,Chicago, IL,#MAGA,Fri Jun 19 23:59:27 +0000 2020,41.8373,-87.6862,#ffc800,4612.0,8675982.0,1
180,New Jersey, USA,#MAGA,Fri Jun 19 23:59:25 +0000 2020,40.32016673040153,-74.52402217973231,#ffc800,1469.2390057361376,10892.99808795411,1
181,Georgia, (Native Texan),#MAGA,Fri Jun 19 23:59:23 +0000 2020,32.96564403225806,-83.57147564516129,#ffc800,315.7548387096774,17340.274193548386,1
182,California, USA,#MAGA,Fri Jun 19 23:59:22 +0000 2020,36.924938936877076,-120.18747089700997,#ffc800,956.9958139534883,39607.22724252492,2
184,Westfield, IN,#MAGA,Fri Jun 19 23:59:19 +0000 2020,40.0333,-86.1532,#ffc800,501.0,39493.0,1
185,Tennessee, USA,#MAGA,Fri Jun 19 23:59:18 +0000 2020,35.82854061032864,-86.25442746478873,#ffc800,230.86150234741785,14237.330985915492,1
186,Ohio, USA,#MAGA,Fri Jun 19 23:59:18 +0000 2020,40.35181636212625,-82.80448712624585,#ffc800,549.1569767441861,11432.45265780731,1
187,Texas City, TX,#MAGA,Fri Jun 19 23:59:14 +0000 2020,29.4128,-94.9658,#ffc800,291.0,114546.0,1
188,Murrieta, CA,#MAGA,Fri Jun 19 23:59:13 +0000 2020,33.572,-117.1909,#ffc800,1301.0,483681.0,1
189,Huntington Beach, CA,#MAGA,Fri Jun 19 23:59:12 +0000 2020,33.696,-118.0025,#ffc800,2886.0,201874.0,1
190,Florida, USA,#MAGA,Fri Jun 19 23:59:09 +0000 2020,28.1400878021978,-82.12263065934067,#ffc800,927.0826373626373,33241.92747252747,2
191,Colorado, #MAGA,#MAGA,Fri Jun 19 23:59:08 +0000 2020,39.18856197802197,-105.29543868131867,#ffc800,446.1802197802198,16481.65274725275,2
192,Alabama, USA,#MAGA,Fri Jun 19 23:59:06 +0000 2020,32.94153133561644,-86.74674229452056,#ffc800,145.04965753424656,7362.020547945205,1
194,Colorado, USA,#MAGA,Fri Jun 19 23:59:00 +0000 2020,39.18856197802197,-105.29543868131867,#ffc800,446.1802197802198,16481.65274725275,2
195,Washington, USA,#MAGA,Fri Jun 19 23:59:00 +0000 2020,47.344806451612904,-121.38152080645162,#ffc800,521.5129032258064,16346.754838709678,3
196,California, USA,#MAGA,Fri Jun 19 23:58:59 +0000 2020,36.924938936877076,-120.18747089700997,#ffc800,956.9958139534883,39607.22724252492,2
198,Maryland, USA,#ProChoice,Fri Jun 19 22:58:27 +0000 2020,39.096691245136185,-76.99463501945526,#ff8427,843.964980544747,13387.101167315175,1
199,Memphis,TN,#ProChoice,Fri Jun 19 22:42:39 +0000 2020,35.1046,-89.9773,#ff8427,793.0,1068873.0,5
200,Nashville, TN,#ProChoice,Fri Jun 19 22:42:05 +0000 2020,36.1715,-86.7843,#ff8427,541.0,1076645.0,3
201,Wisconsin, USA,#ProChoice,Fri Jun 19 22:38:15 +0000 2020,44.158926070038916,-89.66840869001297,#ff8427,323.35927367055774,7699.124513618677,1
203,The Hammocks, FL,#ProChoice,Fri Jun 19 22:31:08 +0000 2020,25.67,-80.4483,#ff8427,2886.0,58976.0,1
204,FL, LA,#ProChoice,Fri Jun 19 22:18:09 +0000 2020,28.1400878021978,-82.12263065934067,#ff8427,927.0826373626373,33241.92747252747,1
205,Tucson, AZ,#ProChoice,Fri Jun 19 22:17:45 +0000 2020,32.1545,-110.8782,#ff8427,868.0,868391.0,1
206,Mendham, NJ,#ProChoice,Fri Jun 19 22:16:53 +0000 2020,40.7687,-74.6003,#ff8427,324.0,4978.0,1
207,Tennessee, USA,#ProChoice,Fri Jun 19 22:16:28 +0000 2020,35.82854061032864,-86.25442746478873,#ff8427,230.86150234741785,14237.330985915492,4
208,Memphis, TN,#ProChoice,Fri Jun 19 22:12:10 +0000 2020,35.1046,-89.9773,#ff8427,793.0,1068873.0,5
209,Indiana, USA,#ProChoice,Fri Jun 19 22:03:01 +0000 2020,39.980345575221236,-86.28141401179941,#ff8427,507.0575221238938,9087.176991150442,1
210,Austin, Texas,#ProChoice,Fri Jun 19 22:01:02 +0000 2020,30.3006,-97.7517,#ff8427,1144.0,1638716.0,1
211,Nashville, TN,#ProChoice,Fri Jun 19 21:56:34 +0000 2020,36.1715,-86.7843,#ff8427,541.0,1076645.0,3
212,New York, NY,#ProChoice,Fri Jun 19 21:51:11 +0000 2020,40.6943,-73.9249,#ff8427,11083.0,19354922.0,1
213,Tennessee, USA,#ProChoice,Fri Jun 19 21:42:06 +0000 2020,35.82854061032864,-86.25442746478873,#ff8427,230.86150234741785,14237.330985915492,4
214,Tennessee, USA,#ProChoice,Fri Jun 19 21:34:42 +0000 2020,35.82854061032864,-86.25442746478873,#ff8427,230.86150234741785,14237.330985915492,4
215,Tennessee, USA,#ProChoice,Fri Jun 19 21:32:56 +0000 2020,35.82854061032864,-86.25442746478873,#ff8427,230.86150234741785,14237.330985915492,4
216,Memphis, TN,#ProChoice,Fri Jun 19 21:19:44 +0000 2020,35.1046,-89.9773,#ff8427,793.0,1068873.0,5
218,Rockford, TN,#ProChoice,Fri Jun 19 21:11:11 +0000 2020,35.8328,-83.9357,#ff8427,103.0,855.0,1
219,Johnson City, TN,#ProChoice,Fri Jun 19 21:08:30 +0000 2020,36.3406,-82.3803,#ff8427,594.0,126589.0,1
220,Florida, USA,#ProChoice,Fri Jun 19 21:07:09 +0000 2020,28.1400878021978,-82.12263065934067,#ff8427,927.0826373626373,33241.92747252747,1
221,Nashville, TN,#ProChoice,Fri Jun 19 20:57:35 +0000 2020,36.1715,-86.7843,#ff8427,541.0,1076645.0,3
222,Sevierville, TN,#ProChoice,Fri Jun 19 20:50:36 +0000 2020,35.8873,-83.5678,#ff8427,269.0,24958.0,1
224,Boston, MA,#ProChoice,Fri Jun 19 20:30:18 +0000 2020,42.3188,-71.0846,#ff8427,5472.0,4637537.0,1
225,Memphis, TN,#ProChoice,Fri Jun 19 20:27:55 +0000 2020,35.1046,-89.9773,#ff8427,793.0,1068873.0,5
226,Minnesota, USA,#ProChoice,Fri Jun 19 20:26:58 +0000 2020,45.4967491638796,-94.2840231884058,#ff8427,328.11371237458195,8110.9988851727985,1
228,Memphis, TN,#ProChoice,Fri Jun 19 20:24:38 +0000 2020,35.1046,-89.9773,#ff8427,793.0,1068873.0,5
229,Knoxville, TN,#ProChoice,Fri Jun 19 20:23:23 +0000 2020,35.9692,-83.9496,#ff8427,732.0,585249.0,1
230,Pennsylvania, USA,#ProChoice,Fri Jun 19 20:23:11 +0000 2020,40.62121128472223,-77.63372887731481,#ff8427,782.3564814814815,9051.620949074075,1
231,Washington, USA,#ProChoice,Fri Jun 19 20:22:42 +0000 2020,47.344806451612904,-121.38152080645162,#ff8427,521.5129032258064,16346.754838709678,1
232,Washington, DC,#ProLife,Fri Jun 19 22:26:03 +0000 2020,38.9047,-77.0163,#564787,4382.0,5289420.0,2
233,Washington, DC,#ProLife,Fri Jun 19 20:02:19 +0000 2020,38.9047,-77.0163,#564787,4382.0,5289420.0,2
234,Titusville, FL,#ProLife,Fri Jun 19 17:15:20 +0000 2020,28.5727,-80.8193,#564787,611.0,57497.0,1
235,Gainesville, FL,#ProLife,Fri Jun 19 23:59:38 +0000 2020,29.6804,-82.3458,#564787,810.0,199695.0,1
236,Altamonte Springs, FL,#ProLife,Fri Jun 19 23:59:07 +0000 2020,28.6615,-81.3953,#564787,1880.0,44277.0,1
237,Fairborn, OH,#ProLife,Fri Jun 19 23:55:57 +0000 2020,39.801,-84.0094,#564787,889.0,33541.0,1
238,Butte, MT,#ProLife,Fri Jun 19 23:55:33 +0000 2020,45.902,-112.6571,#564787,18.0,30628.0,1
239,Illinois, USA,#ProLife,Fri Jun 19 23:51:14 +0000 2020,40.335685557184746,-89.03020461876832,#564787,554.2741935483871,13391.538856304986,1
240,Missouri, USA,#ProLife,Fri Jun 19 23:48:44 +0000 2020,38.46613426911907,-92.43911626331074,#564787,405.15663117134557,7224.933204259439,1
241,Ohio, USA,#ProLife,Fri Jun 19 23:47:59 +0000 2020,40.35181636212625,-82.80448712624585,#564787,549.1569767441861,11432.45265780731,2
243,North East, PA,#ProLife,Fri Jun 19 23:46:01 +0000 2020,42.2134,-79.8333,#564787,1223.0,6206.0,1
244,Etowah, NC,#ProLife,Fri Jun 19 23:44:38 +0000 2020,35.3061,-82.5902,#564787,165.0,7589.0,1
245,Garland, TX,#ProLife,Fri Jun 19 23:43:10 +0000 2020,32.91,-96.6305,#564787,1610.0,238002.0,1
247,Lake City, FL,#ProLife,Fri Jun 19 23:42:12 +0000 2020,30.1901,-82.6471,#564787,396.0,25869.0,1
248,Pennsylvania, USA,#ProLife,Fri Jun 19 23:41:09 +0000 2020,40.62121128472223,-77.63372887731481,#564787,782.3564814814815,9051.620949074075,2
249,Columbus, OH,#ProLife,Fri Jun 19 23:39:38 +0000 2020,39.986,-82.9851,#564787,1551.0,1528314.0,1
250,Council Bluffs, Iowa,#ProLife,Fri Jun 19 23:39:22 +0000 2020,41.2369,-95.8518,#564787,561.0,62316.0,1
253,Virginia, USA,#ProLife,Fri Jun 19 23:36:55 +0000 2020,37.7647656996587,-78.37606126279863,#564787,544.5238907849829,13988.131399317406,1
254,Atlanta, Georgia,#ProLife,Fri Jun 19 23:36:51 +0000 2020,33.7627,-84.4225,#564787,1384.0,5228750.0,1
255,Ohio, USA,#ProLife,Fri Jun 19 23:35:51 +0000 2020,40.35181636212625,-82.80448712624585,#564787,549.1569767441861,11432.45265780731,2
256,Texas, USA,#ProLife,Fri Jun 19 23:34:38 +0000 2020,30.65436949941793,-97.80444208381839,#564787,467.07974388824215,19220.278230500582,1
257,Florida, USA,#ProLife,Fri Jun 19 23:33:24 +0000 2020,28.1400878021978,-82.12263065934067,#564787,927.0826373626373,33241.92747252747,2
